average_distance_to_future	average_diversity_in_future	error_type	future_timepoint	null_validation_error	optimal_validation_error	predictors	sample	timepoint	type	validation_error	validation_n	validation_timepoint
10.51087166246325	6.1563412612040045	validation	2040-04-01	10.507323265075684	4.378916263580321	normalized_fitness	simulated_sample_3	2040-04-01	simulated	9.578852653503418	630	2039-04-01
9.75919491114754	8.135617632332	validation	2040-10-01	8.600804328918457	4.335620880126953	normalized_fitness	simulated_sample_3	2040-10-01	simulated	8.821114540100098	630	2039-10-01
10.23252428544268	7.644398555647989	validation	2024-10-01	8.870807647705078	4.645459175109863	ep_star	simulated_sample_3	2024-10-01	simulated	9.172857284545898	630	2023-10-01
9.811949733046943	9.214786541619999	validation	2025-04-01	8.351673126220701	4.680326461791992	ep_star	simulated_sample_3	2025-04-01	simulated	8.469948768615723	630	2024-04-01
11.114498385718472	7.3133370556039985	validation	2025-10-01	10.027960777282717	5.221319198608398	ep_star	simulated_sample_3	2025-10-01	simulated	9.95883560180664	630	2024-10-01
12.001869275044038	6.320209085518007	validation	2026-04-01	11.031343460083008	5.352275371551514	ep_star	simulated_sample_3	2026-04-01	simulated	10.840245246887207	630	2025-04-01
9.989179671987005	9.350948030285998	validation	2026-10-01	8.81419563293457	5.163720607757568	ep_star	simulated_sample_3	2026-10-01	simulated	8.631935119628906	630	2025-10-01
10.39939399631522	10.149633216753996	validation	2027-04-01	8.9808349609375	5.714028835296631	ep_star	simulated_sample_3	2027-04-01	simulated	9.083999633789062	630	2026-04-01
11.496028395461645	7.8844798774339955	validation	2027-10-01	10.137931823730467	3.9359333515167236	ep_star	simulated_sample_3	2027-10-01	simulated	10.058477401733398	630	2026-10-01
12.36924870638381	8.443837365721999	validation	2028-04-01	11.224288940429688	4.31951904296875	ep_star	simulated_sample_3	2028-04-01	simulated	11.170873641967773	630	2027-04-01
11.453125070492144	9.828334324361997	validation	2028-10-01	9.798771858215332	5.2636146545410165	ep_star	simulated_sample_3	2028-10-01	simulated	9.840677261352539	630	2027-10-01
11.948600168414965	8.763936013798006	validation	2029-04-01	10.142375946044922	4.758584976196289	ep_star	simulated_sample_3	2029-04-01	simulated	10.263284683227539	630	2028-04-01
10.48480458880581	8.533283295271984	validation	2029-10-01	8.827465057373047	4.664517402648926	ep_star	simulated_sample_3	2029-10-01	simulated	8.522948265075684	630	2028-10-01
10.973062195887211	8.658690097949997	validation	2030-04-01	9.13919734954834	4.080113410949707	ep_star	simulated_sample_3	2030-04-01	simulated	9.23336410522461	630	2029-04-01
10.811751830456569	9.69787256239	validation	2030-10-01	8.675748825073242	4.457646369934082	ep_star	simulated_sample_3	2030-10-01	simulated	8.949376106262207	630	2029-10-01
10.253292415561859	8.506376976652001	validation	2031-04-01	8.897302627563477	5.033621788024902	ep_star	simulated_sample_3	2031-04-01	simulated	8.780330657958983	630	2030-04-01
12.708955723969336	8.074936203013996	validation	2031-10-01	11.213544845581056	5.562605857849121	ep_star	simulated_sample_3	2031-10-01	simulated	11.157633781433104	630	2030-10-01
12.488142791597426	7.737796974908003	validation	2032-04-01	11.274543762207033	5.817165851593018	ep_star	simulated_sample_3	2032-04-01	simulated	11.347799301147461	630	2031-04-01
9.584897600903457	8.582242122319999	validation	2032-10-01	8.112485885620117	4.156171798706056	ep_star	simulated_sample_3	2032-10-01	simulated	8.092187881469728	630	2031-10-01
9.568964815093533	8.667964721333995	validation	2033-04-01	7.566833972930907	3.7286555767059326	ep_star	simulated_sample_3	2033-04-01	simulated	7.556931972503662	630	2032-04-01
10.452352673160972	7.536175252210004	validation	2033-10-01	9.075377464294434	4.591598510742188	ep_star	simulated_sample_3	2033-10-01	simulated	9.081158638000488	630	2032-10-01
9.462670875688024	8.491161514726008	validation	2034-04-01	8.042771339416504	4.256805419921875	ep_star	simulated_sample_3	2034-04-01	simulated	7.989152908325195	630	2033-04-01
11.06827405985092	7.971800384174003	validation	2034-10-01	9.798734664916992	4.49855899810791	ep_star	simulated_sample_3	2034-10-01	simulated	9.811759948730467	630	2033-10-01
11.416378999487913	8.122838474983997	validation	2035-04-01	10.012824058532717	4.250570297241212	ep_star	simulated_sample_3	2035-04-01	simulated	9.969481468200684	630	2034-04-01
9.73713711264776	9.719453672458	validation	2035-10-01	8.239439010620117	4.487292766571045	ep_star	simulated_sample_3	2035-10-01	simulated	8.141852378845215	630	2034-10-01
10.382628248263806	10.374733690232	validation	2036-04-01	8.096508979797362	4.763169765472412	ep_star	simulated_sample_3	2036-04-01	simulated	8.103384971618652	630	2035-04-01
10.448271039682686	9.286524938412008	validation	2036-10-01	7.909486770629883	3.3251097202301025	ep_star	simulated_sample_3	2036-10-01	simulated	7.8999924659729	630	2035-10-01
10.236955339319714	5.6066727234180025	validation	2037-04-01	8.868370056152344	4.187769412994385	ep_star	simulated_sample_3	2037-04-01	simulated	8.776464462280272	630	2036-04-01
10.049843447994057	6.616510491038	validation	2037-10-01	8.721632957458496	4.502758979797363	ep_star	simulated_sample_3	2037-10-01	simulated	8.700096130371094	630	2036-10-01
7.362417144225598	5.352808357684	validation	2038-04-01	6.3821067810058585	4.2280097007751465	ep_star	simulated_sample_3	2038-04-01	simulated	6.371924877166747	630	2037-04-01
8.855671909621543	7.290070272527993	validation	2038-10-01	7.457705974578857	4.831350803375244	ep_star	simulated_sample_3	2038-10-01	simulated	7.453323841094973	630	2037-10-01
6.984930960240113	8.196229306242005	validation	2039-04-01	5.239253044128418	3.1054012775421143	ep_star	simulated_sample_3	2039-04-01	simulated	5.236534118652344	630	2038-04-01
9.918773953957382	9.258813735699995	validation	2039-10-01	8.122015953063965	4.593120098114014	ep_star	simulated_sample_3	2039-10-01	simulated	8.134703636169434	630	2038-10-01
11.879860969041953	6.1563412612040045	validation	2040-04-01	10.507323265075684	4.378916263580321	ep_star	simulated_sample_3	2040-04-01	simulated	10.509931564331056	630	2039-04-01
9.622719028787742	8.135617632332	validation	2040-10-01	8.600804328918457	4.335620880126953	ep_star	simulated_sample_3	2040-10-01	simulated	8.447333335876465	630	2039-10-01
10.039707206873231	7.644398555647989	validation	2024-10-01	8.870807647705078	4.645459175109863	ep_x	simulated_sample_3	2024-10-01	simulated	8.871478080749512	630	2023-10-01
9.647100179645005	9.214786541619999	validation	2025-04-01	8.351673126220701	4.680326461791992	ep_x	simulated_sample_3	2025-04-01	simulated	8.346933364868164	630	2024-04-01
11.157509860587055	7.3133370556039985	validation	2025-10-01	10.027960777282717	5.221319198608398	ep_x	simulated_sample_3	2025-10-01	simulated	10.03067398071289	630	2024-10-01
12.172872609925284	6.320209085518007	validation	2026-04-01	11.031343460083008	5.352275371551514	ep_x	simulated_sample_3	2026-04-01	simulated	11.021567344665527	630	2025-04-01
10.203202530046934	9.350948030285998	validation	2026-10-01	8.81419563293457	5.163720607757568	ep_x	simulated_sample_3	2026-10-01	simulated	8.836719512939453	630	2025-10-01
10.314564536264868	10.149633216753996	validation	2027-04-01	8.9808349609375	5.714028835296631	ep_x	simulated_sample_3	2027-04-01	simulated	8.967053413391113	630	2026-04-01
11.52652833121942	7.8844798774339955	validation	2027-10-01	10.137931823730467	3.9359333515167236	ep_x	simulated_sample_3	2027-10-01	simulated	10.147112846374512	630	2026-10-01
12.431997714969597	8.443837365721999	validation	2028-04-01	11.224288940429688	4.31951904296875	ep_x	simulated_sample_3	2028-04-01	simulated	11.214102745056152	630	2027-04-01
11.381834996033762	9.828334324361997	validation	2028-10-01	9.798771858215332	5.2636146545410165	ep_x	simulated_sample_3	2028-10-01	simulated	9.768561363220217	630	2027-10-01
11.851493050327324	8.763936013798006	validation	2029-04-01	10.142375946044922	4.758584976196289	ep_x	simulated_sample_3	2029-04-01	simulated	10.144862174987793	630	2028-04-01
10.694177699574176	8.533283295271984	validation	2029-10-01	8.827465057373047	4.664517402648926	ep_x	simulated_sample_3	2029-10-01	simulated	8.750578880310059	630	2028-10-01
10.898066494605404	8.658690097949997	validation	2030-04-01	9.13919734954834	4.080113410949707	ep_x	simulated_sample_3	2030-04-01	simulated	9.152066230773926	630	2029-04-01
10.573726577149664	9.69787256239	validation	2030-10-01	8.675748825073242	4.457646369934082	ep_x	simulated_sample_3	2030-10-01	simulated	8.661092758178711	630	2029-10-01
10.399475640556547	8.506376976652001	validation	2031-04-01	8.897302627563477	5.033621788024902	ep_x	simulated_sample_3	2031-04-01	simulated	8.9080228805542	630	2030-04-01
12.82232804905012	8.074936203013996	validation	2031-10-01	11.213544845581056	5.562605857849121	ep_x	simulated_sample_3	2031-10-01	simulated	11.304910659790039	630	2030-10-01
12.392665520655449	7.737796974908003	validation	2032-04-01	11.274543762207033	5.817165851593018	ep_x	simulated_sample_3	2032-04-01	simulated	11.240339279174805	630	2031-04-01
9.620327731504787	8.582242122319999	validation	2032-10-01	8.112485885620117	4.156171798706056	ep_x	simulated_sample_3	2032-10-01	simulated	8.137146949768066	630	2031-10-01
9.58850029251473	8.667964721333995	validation	2033-04-01	7.566833972930907	3.7286555767059326	ep_x	simulated_sample_3	2033-04-01	simulated	7.6000590324401855	630	2032-04-01
10.436261896980296	7.536175252210004	validation	2033-10-01	9.075377464294434	4.591598510742188	ep_x	simulated_sample_3	2033-10-01	simulated	9.066274642944336	630	2032-10-01
9.482964533685957	8.491161514726008	validation	2034-04-01	8.042771339416504	4.256805419921875	ep_x	simulated_sample_3	2034-04-01	simulated	8.032564163208008	630	2033-04-01
11.07554919931309	7.971800384174003	validation	2034-10-01	9.798734664916992	4.49855899810791	ep_x	simulated_sample_3	2034-10-01	simulated	9.803654670715332	630	2033-10-01
11.445303554456887	8.122838474983997	validation	2035-04-01	10.012824058532717	4.250570297241212	ep_x	simulated_sample_3	2035-04-01	simulated	10.009613990783693	630	2034-04-01
9.83677232070383	9.719453672458	validation	2035-10-01	8.239439010620117	4.487292766571045	ep_x	simulated_sample_3	2035-10-01	simulated	8.27592658996582	630	2034-10-01
10.395445721915216	10.374733690232	validation	2036-04-01	8.096508979797362	4.763169765472412	ep_x	simulated_sample_3	2036-04-01	simulated	8.131296157836914	630	2035-04-01
10.50478430151913	9.286524938412008	validation	2036-10-01	7.909486770629883	3.3251097202301025	ep_x	simulated_sample_3	2036-10-01	simulated	7.995564460754394	630	2035-10-01
10.40917706334196	5.6066727234180025	validation	2037-04-01	8.868370056152344	4.187769412994385	ep_x	simulated_sample_3	2037-04-01	simulated	8.95914077758789	630	2036-04-01
10.110983486480787	6.616510491038	validation	2037-10-01	8.721632957458496	4.502758979797363	ep_x	simulated_sample_3	2037-10-01	simulated	8.750226974487305	630	2036-10-01
7.374642057682163	5.352808357684	validation	2038-04-01	6.3821067810058585	4.2280097007751465	ep_x	simulated_sample_3	2038-04-01	simulated	6.387123107910156	630	2037-04-01
8.844661554744963	7.290070272527993	validation	2038-10-01	7.457705974578857	4.831350803375244	ep_x	simulated_sample_3	2038-10-01	simulated	7.453255653381348	630	2037-10-01
6.986518313710707	8.196229306242005	validation	2039-04-01	5.239253044128418	3.1054012775421143	ep_x	simulated_sample_3	2039-04-01	simulated	5.2395195960998535	630	2038-04-01
9.63768975714291	9.258813735699995	validation	2039-10-01	8.122015953063965	4.593120098114014	ep_x	simulated_sample_3	2039-10-01	simulated	7.955218315124513	630	2038-10-01
11.728399549483905	6.1563412612040045	validation	2040-04-01	10.507323265075684	4.378916263580321	ep_x	simulated_sample_3	2040-04-01	simulated	10.499296188354492	630	2039-04-01
11.68672546742106	8.135617632332	validation	2040-10-01	8.600804328918457	4.335620880126953	ep_x	simulated_sample_3	2040-10-01	simulated	10.270739555358887	630	2039-10-01
8.421499410514334	7.644398555647989	validation	2024-10-01	8.870807647705078	4.645459175109863	ne_star	simulated_sample_3	2024-10-01	simulated	7.496352672576902	630	2023-10-01
8.853976109051349	9.214786541619999	validation	2025-04-01	8.351673126220701	4.680326461791992	ne_star	simulated_sample_3	2025-04-01	simulated	7.814531803131103	630	2024-04-01
9.654414290022922	7.3133370556039985	validation	2025-10-01	10.027960777282717	5.221319198608398	ne_star	simulated_sample_3	2025-10-01	simulated	8.762787818908691	630	2024-10-01
11.20164647424092	6.320209085518007	validation	2026-04-01	11.031343460083008	5.352275371551514	ne_star	simulated_sample_3	2026-04-01	simulated	10.321755409240724	630	2025-04-01
9.007190483825894	9.350948030285998	validation	2026-10-01	8.81419563293457	5.163720607757568	ne_star	simulated_sample_3	2026-10-01	simulated	7.983254909515381	630	2025-10-01
9.131752546290377	10.149633216753996	validation	2027-04-01	8.9808349609375	5.714028835296631	ne_star	simulated_sample_3	2027-04-01	simulated	7.972134113311768	630	2026-04-01
9.730936085760831	7.8844798774339955	validation	2027-10-01	10.137931823730467	3.9359333515167236	ne_star	simulated_sample_3	2027-10-01	simulated	8.378763198852539	630	2026-10-01
11.497664269029114	8.443837365721999	validation	2028-04-01	11.224288940429688	4.31951904296875	ne_star	simulated_sample_3	2028-04-01	simulated	10.554217338562012	630	2027-04-01
10.224254248452711	9.828334324361997	validation	2028-10-01	9.798771858215332	5.2636146545410165	ne_star	simulated_sample_3	2028-10-01	simulated	8.910614967346191	630	2027-10-01
11.403824701658413	8.763936013798006	validation	2029-04-01	10.142375946044922	4.758584976196289	ne_star	simulated_sample_3	2029-04-01	simulated	10.225916862487793	630	2028-04-01
10.31032375117209	8.533283295271984	validation	2029-10-01	8.827465057373047	4.664517402648926	ne_star	simulated_sample_3	2029-10-01	simulated	8.763833045959473	630	2028-10-01
10.140294936605407	8.658690097949997	validation	2030-04-01	9.13919734954834	4.080113410949707	ne_star	simulated_sample_3	2030-04-01	simulated	8.553975105285645	630	2029-04-01
8.959930337307	9.69787256239	validation	2030-10-01	8.675748825073242	4.457646369934082	ne_star	simulated_sample_3	2030-10-01	simulated	7.357605457305907	630	2029-10-01
8.970156094477423	8.506376976652001	validation	2031-04-01	8.897302627563477	5.033621788024902	ne_star	simulated_sample_3	2031-04-01	simulated	7.827589988708496	630	2030-04-01
11.398666051950517	8.074936203013996	validation	2031-10-01	11.213544845581056	5.562605857849121	ne_star	simulated_sample_3	2031-10-01	simulated	10.263919830322266	630	2030-10-01
11.572961799174461	7.737796974908003	validation	2032-04-01	11.274543762207033	5.817165851593018	ne_star	simulated_sample_3	2032-04-01	simulated	10.629700660705566	630	2031-04-01
9.977553307681116	8.582242122319999	validation	2032-10-01	8.112485885620117	4.156171798706056	ne_star	simulated_sample_3	2032-10-01	simulated	8.889420509338379	630	2031-10-01
8.359019302786011	8.667964721333995	validation	2033-04-01	7.566833972930907	3.7286555767059326	ne_star	simulated_sample_3	2033-04-01	simulated	6.809834957122803	630	2032-04-01
9.078290405005527	7.536175252210004	validation	2033-10-01	9.075377464294434	4.591598510742188	ne_star	simulated_sample_3	2033-10-01	simulated	7.95411491394043	630	2032-10-01
8.126781471596756	8.491161514726008	validation	2034-04-01	8.042771339416504	4.256805419921875	ne_star	simulated_sample_3	2034-04-01	simulated	6.8324809074401855	630	2033-04-01
10.001095817055162	7.971800384174003	validation	2034-10-01	9.798734664916992	4.49855899810791	ne_star	simulated_sample_3	2034-10-01	simulated	9.073041915893556	630	2033-10-01
10.543731537233752	8.122838474983997	validation	2035-04-01	10.012824058532717	4.250570297241212	ne_star	simulated_sample_3	2035-04-01	simulated	9.415961265563963	630	2034-04-01
9.32183848122942	9.719453672458	validation	2035-10-01	8.239439010620117	4.487292766571045	ne_star	simulated_sample_3	2035-10-01	simulated	8.063547134399414	630	2034-10-01
9.010474208102288	10.374733690232	validation	2036-04-01	8.096508979797362	4.763169765472412	ne_star	simulated_sample_3	2036-04-01	simulated	7.216220378875732	630	2035-04-01
9.755978945022985	9.286524938412008	validation	2036-10-01	7.909486770629883	3.3251097202301025	ne_star	simulated_sample_3	2036-10-01	simulated	7.971246719360352	630	2035-10-01
8.80803284950559	5.6066727234180025	validation	2037-04-01	8.868370056152344	4.187769412994385	ne_star	simulated_sample_3	2037-04-01	simulated	7.65263032913208	630	2036-04-01
8.63541942813608	6.616510491038	validation	2037-10-01	8.721632957458496	4.502758979797363	ne_star	simulated_sample_3	2037-10-01	simulated	7.6039671897888175	630	2036-10-01
6.970315717511908	5.352808357684	validation	2038-04-01	6.3821067810058585	4.2280097007751465	ne_star	simulated_sample_3	2038-04-01	simulated	6.2211875915527335	630	2037-04-01
7.564730499199798	7.290070272527993	validation	2038-10-01	7.457705974578857	4.831350803375244	ne_star	simulated_sample_3	2038-10-01	simulated	6.507536888122559	630	2037-10-01
6.106925890962491	8.196229306242005	validation	2039-04-01	5.239253044128418	3.1054012775421143	ne_star	simulated_sample_3	2039-04-01	simulated	4.7707390785217285	630	2038-04-01
8.621488455460659	9.258813735699995	validation	2039-10-01	8.122015953063965	4.593120098114014	ne_star	simulated_sample_3	2039-10-01	simulated	7.078312397003174	630	2038-10-01
