censored_frequency	clade_name	future_frequency	name	num_date	observed_frequency	predictor:ne_star	timepoint
0.0	NODE_0002078	0.0279	A/Chennai/87867/2008	2008.1560575	3.3e-05	-1.02450837803	2007.25
0.0	NODE_0002078	0.029941	A/India/7881/2008	2008.24914442	8e-06	-1.02450837803	2007.25
0.0	NODE_0002078	0.003013	A/India/C0817271/2008	2008.78576318	0.0	-1.02450837803	2007.25
0.0	NODE_0002078	0.001198	A/India/C0817302/2008	2008.8843258	0.0	-1.02450837803	2007.25
0.0	NODE_0002078	0.000541	A/Chennai/91335/2008	2008.95824778	0.0	-1.02450837803	2007.25
0.0	NODE_0002078	1.1e-05	A/Delhi/914867/2009	2009.24366872	0.0	-1.02450837803	2007.25
0.00983597826619	NODE_0000058	0.0	A/Uruguay/716/2007	2007.00273785	0.004666	0.826179446229	2007.25
0.00983597826619	NODE_0000058	0.0	A/Uruguay/716/2007-egg	2007.00273785	0.004666	0.826179446229	2007.25
0.0113442109318	NODE_0000058	0.0	A/Wisconsin/3/2007	2007.05749487	0.005442	-0.0991644659016	2007.25
0.0113442109318	NODE_0000058	0.0	A/Wisconsin/3/2007-egg	2007.05749487	0.005442	-0.0991644659016	2007.25
0.0433262637804	NODE_0000058	1e-06	A/India/AF1082/2007	2007.11498973	0.020284	0.826179446229	2007.25
0.0211978330742	NODE_0000058	1e-06	A/Netherlands/69/2007	2007.13689254	0.018653	0.826179446229	2007.25
0.0291993478937	NODE_0000058	1e-06	A/Moscow/17/2007	2007.14236824	0.018497	-0.0991644659016	2007.25
0.0296339540472	NODE_0000058	2e-06	A/Egypt/113/2007	2007.14784394	0.020786	-0.0991644659016	2007.25
0.0146838961465	NODE_0000058	1e-06	A/Colorado/UR06-0534/2007	2007.18069815	0.007045	0.826179446229	2007.25
0.0388422416462	NODE_0000058	2e-06	A/Guangdong/4/2007	2007.183436	0.018828	4.52755509475	2007.25
0.00226947634536	NODE_0000058	0.0	A/NorthernMarianaIslands/AF1003/2007	2007.23545517	0.001014	-0.0991644659016	2007.25
0.0160410269576	NODE_0000058	1.1e-05	A/RioDeJaneiro/28/2007	2007.24914442	0.00761	-0.0991644659016	2007.25
0.0	NODE_0000058	1e-06	A/Guam/AF1043/2007	2007.31485284	0.000982	-1.02450837803	2007.25
0.0	NODE_0000058	9e-06	A/Malaysia/1770921/2007	2007.31485284	0.009324	-1.02450837803	2007.25
0.0	NODE_0000058	3e-06	A/Aichi/69/2007	2007.32032854	0.003761	-1.02450837803	2007.25
0.0	NODE_0000058	5.6e-05	A/Guyane/25/2007	2007.35865845	0.006924	-1.02450837803	2007.25
0.0	NODE_0000058	2e-06	A/Christchurch/1/2007	2007.39151266	0.000866	-1.02450837803	2007.25
0.0	NODE_0000058	7e-05	A/HongKong/2571/2007	2007.40520192	0.016088	-1.02450837803	2007.25
0.0	NODE_0000058	3.9e-05	A/NewYork/1100/2007	2007.42984257	0.005652	-1.02450837803	2007.25
0.0	NODE_0000058	0.000143	A/Bangladesh/30376/2007	2007.43258042	0.017975	-1.02450837803	2007.25
0.0	NODE_0000058	4e-05	A/Managua/361601/2007	2007.43258042	0.005607	-1.02450837803	2007.25
0.0	NODE_0000058	0.000129	A/Shanghai/N03/2007	2007.45174538	0.014086	-1.02450837803	2007.25
0.0	NODE_0000058	7e-05	A/Hanoi/Q430/2007	2007.46269678	0.006715	-1.02450837803	2007.25
0.0	NODE_0000058	0.000467	A/Argentina/3888/2007	2007.5229295	0.004193	-1.02450837803	2007.25
0.0	NODE_0000058	0.000155	A/Hanoi/Q499/2007	2007.5284052	0.005187	-1.02450837803	2007.25
0.0	NODE_0000058	0.000195	A/NewJersey/14/2007	2007.56399726	0.003326	-1.02450837803	2007.25
0.0	NODE_0000058	0.000505	A/FujianGulou/1713/2007	2007.56673511	0.008743	-1.02450837803	2007.25
0.0	NODE_0000058	0.000915	A/Parana/319/2007	2007.58316222	0.003131	-1.02450837803	2007.25
0.0	NODE_0000058	0.000254	A/Managua/490201/2007	2007.58863792	0.002925	-1.02450837803	2007.25
0.0	NODE_0000058	0.000262	A/Hawaii/14/2007	2007.59137577	0.002882	-1.02450837803	2007.25
0.0	NODE_0000058	0.001287	A/Venezuela/8241/2007	2007.61601643	0.002606	-1.02450837803	2007.25
0.0	NODE_0000058	0.001027	A/Shanghai/N05/2007	2007.63518138	0.005953	-1.02450837803	2007.25
0.0	NODE_0000058	4.3e-05	A/Perth/142/2007	2007.64339494	0.000295	-1.02450837803	2007.25
0.0	NODE_0000058	0.001113	A/Shanghai/N06/2007	2007.64339494	0.005656	-1.02450837803	2007.25
0.0	NODE_0000058	0.00059	A/ElSalvador/579/2007	2007.67351129	0.001743	-1.02450837803	2007.25
0.0	NODE_0000058	0.002304	A/Venezuela/9602/2007	2007.67624914	0.001779	-1.02450837803	2007.25
0.0	NODE_0000058	0.002523	A/Alupe/5875/2007	2007.6899384	0.004804	-1.02450837803	2007.25
0.0	NODE_0000058	0.000851	A/Hanoi/Q672/2007	2007.6954141	0.001972	-1.02450837803	2007.25
0.0	NODE_0000058	0.000872	A/Hanoi/BM238/2007	2007.69815195	0.001934	-1.02450837803	2007.25
0.0	NODE_0000058	0.002133	A/Taiwan/821/2007	2007.71457906	0.00347	-1.02450837803	2007.25
0.0	NODE_0000058	0.000334	A/Cheongju/H380/2007	2007.71731691	0.000682	-1.02450837803	2007.25
0.0	NODE_0000058	0.001244	A/Nevada/5/2007	2007.76112252	0.000905	-1.02450837803	2007.25
0.0	NODE_0000058	0.003259	A/JilinChaoyang/1124/2007	2007.76659822	0.002307	-1.02450837803	2007.25
0.0	NODE_0000058	0.000531	A/Cheongju/H383/2007	2007.77481177	0.000432	-1.02450837803	2007.25
0.0	NODE_0000058	0.001471	A/Texas/37/2007	2007.78302533	0.000754	-1.02450837803	2007.25
0.0	NODE_0000058	0.001813	A/Hanoi/Q769/2007	2007.78850103	0.000948	-1.02450837803	2007.25
0.0	NODE_0000058	0.002206	A/HoaBinh/HB409/2007	2007.81587953	0.000744	-1.02450837803	2007.25
0.0	NODE_0000058	0.002124	A/California/30/2007	2007.83504449	0.000474	-1.02450837803	2007.25
0.0	NODE_0000058	0.002322	A/Texas/63/2007	2007.84873374	0.000416	-1.02450837803	2007.25
0.0	NODE_0000058	0.004657	A/Paris/358/2007	2007.85420945	0.001114	-1.02450837803	2007.25
0.0	NODE_0000058	0.006462	A/Shanghai/N13/2007	2007.86516085	0.000945	-1.02450837803	2007.25
0.0	NODE_0000058	0.003256	A/Singapore/66/2007	2007.87611225	0.000419	-1.02450837803	2007.25
0.0	NODE_0000058	0.001146	A/Cheongju/H395/2007	2007.88980151	0.000148	-1.02450837803	2007.25
0.0	NODE_0000058	0.001146	A/Cheongju/H393/2007	2007.88980151	0.000148	-1.02450837803	2007.25
0.0	NODE_0000058	0.008087	A/HongKong/4758/2007	2007.90349076	0.00064	-1.02450837803	2007.25
0.0	NODE_0000058	0.004048	A/Hue/H511/2007	2007.91444216	0.000282	-1.02450837803	2007.25
0.0	NODE_0000058	0.006722	A/Pavia/32/2007	2007.91718001	0.000587	-1.02450837803	2007.25
0.0	NODE_0000058	0.004289	A/Hue/H515/2007	2007.92539357	0.000251	-1.02450837803	2007.25
0.0	NODE_0000058	0.001413	A/Cheongju/H396/2007	2007.92813142	9.9e-05	-1.02450837803	2007.25
0.0	NODE_0000058	0.004473	A/Hue/H521/2007	2007.93360712	0.000229	-1.02450837803	2007.25
0.0	NODE_0000058	0.004207	A/Boston/14/2008	2007.95550992	0.000137	-1.02450837803	2007.25
0.0	NODE_0000058	0.004647	A/Arizona/9/2007	2007.97741273	0.000106	-1.02450837803	2007.25
0.0	NODE_0000058	0.011801	A/HongKong/4768/2007	2007.98015058	0.000274	-1.02450837803	2007.25
0.0	NODE_0000058	0.011801	A/Shandong-Lixia/149/2007	2007.98015058	0.000274	-1.02450837803	2007.25
0.0	NODE_0000058	0.019668	A/Tumbes/FLA0424/2008	2008.00273785	8.2e-05	-1.02450837803	2007.25
0.0	NODE_0000058	0.019022	A/Kenya/1/2008	2008.00273785	0.000243	-1.02450837803	2007.25
0.0	NODE_0000058	0.006109	A/Thailand/CU370/2008	2008.00273785	0.000104	-1.02450837803	2007.25
0.0	NODE_0000058	0.0005	A/Wellington/2/2008	2008.00273785	1.1e-05	-1.02450837803	2007.25
0.0	NODE_0000058	0.002177	A/Cheongju/H397/2008	2008.02737851	3.1e-05	-1.02450837803	2007.25
0.0	NODE_0000058	0.006621	A/Boston/20/2008	2008.07665982	3.1e-05	-1.02450837803	2007.25
0.0	NODE_0000058	0.017052	A/Qatar/AF02/2008	2008.07939767	8.3e-05	-1.02450837803	2007.25
0.0	NODE_0000058	0.017553	A/Kuwait/AF03/2008	2008.09034908	7.1e-05	-1.02450837803	2007.25
0.0	NODE_0000058	0.018045	A/HongKong/184/2008	2008.10951403	5.3e-05	-1.02450837803	2007.25
0.0	NODE_0000058	0.008662	A/Malaysia/306/2008	2008.11772758	2.3e-05	-1.02450837803	2007.25
0.0	NODE_0000058	0.002921	A/Korea/AF05/2008	2008.13689254	7e-06	-1.02450837803	2007.25
0.0	NODE_0000058	0.000753	A/Brisbane/10/2008-egg	2008.15058179	2e-06	-1.02450837803	2007.25
0.0	NODE_0000058	0.015132	A/Paris/2030/2008	2008.15331964	3e-05	-1.02450837803	2007.25
0.0	NODE_0000058	0.007909	A/Kansas/UR07-0110/2008	2008.1615332	9e-06	-1.02450837803	2007.25
0.0	NODE_0000058	0.020369	A/NizhnyNovgorod/668/2008	2008.1670089	2.4e-05	-1.02450837803	2007.25
0.0	NODE_0000058	0.020664	A/ShanghaiPudongxin/237/2008	2008.19712526	1.5e-05	-1.02450837803	2007.25
0.0	NODE_0000058	0.00827	A/Boston/97/2008	2008.20260096	5e-06	-1.02450837803	2007.25
0.0	NODE_0000058	0.003196	A/Japan/AF1456/2008	2008.21081451	2e-06	-1.02450837803	2007.25
0.0	NODE_0000058	0.016255	A/Germany/AF1871/2008	2008.22997947	1e-05	-1.02450837803	2007.25
0.0	NODE_0000058	0.000815	A/Perth/4/2008-egg	2008.23819302	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.009952	A/Malaysia/605/2008	2008.23819302	4e-06	-1.02450837803	2007.25
0.0	NODE_0000058	0.032076	A/Brazil/1623/2008	2008.24914442	3e-06	-1.02450837803	2007.25
0.0	NODE_0000058	0.009928	A/Philippines/1713/2008	2008.27104723	2e-06	-1.02450837803	2007.25
0.0	NODE_0000058	0.016196	A/England/293/2008	2008.27926078	4e-06	-1.02450837803	2007.25
0.0	NODE_0000058	0.021246	A/Yekaterinburg/4/2008	2008.29021218	4e-06	-1.02450837803	2007.25
0.0	NODE_0000058	0.003194	A/Cheongju/H473/2008	2008.29021218	1e-06	-1.02450837803	2007.25
0.0	NODE_0000058	0.020822	A/Taiwan/408/2008	2008.29295003	3e-06	-1.02450837803	2007.25
0.0	NODE_0000058	0.008296	A/Boston/88/2008	2008.29295003	1e-06	-1.02450837803	2007.25
0.0	NODE_0000058	0.0285	A/India/7882/2008	2008.32854209	2e-06	-1.02450837803	2007.25
0.0	NODE_0000058	0.000776	A/Sydney/2/2008	2008.32854209	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.029529	A/Johannesburg/5/2008	2008.32854209	2e-06	-1.02450837803	2007.25
0.0	NODE_0000058	0.015412	A/England/350/2008	2008.3340178	2e-06	-1.02450837803	2007.25
0.0	NODE_0000058	0.00927	A/Singapore/239/2008	2008.3449692	1e-06	-1.02450837803	2007.25
0.0	NODE_0000058	0.019493	A/Guangdong/93/2008	2008.3504449	1e-06	-1.02450837803	2007.25
0.0	NODE_0000058	0.007661	A/NewMexico/2/2008	2008.35865845	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.00293	A/Japan/WRAIR1059P/2008	2008.3613963	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.01787	A/Moscow/118/2008	2008.40246407	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.024694	A/SriLanka/21/2008	2008.40520192	1e-06	-1.02450837803	2007.25
0.0	NODE_0000058	0.000668	A/Perth/12/2008	2008.40793977	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.023477	A/SriLanka/22/2008	2008.42436687	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.016314	A/Taiwan/420/2008	2008.42984257	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.002377	A/Aichi/107/2008	2008.44626968	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.006808	A/Thailand/561/2008	2008.46817248	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.005753	A/CostaRica/7172/2008	2008.46817248	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000536	A/Brisbane/24/2008	2008.47912389	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.019768	A/Johannesburg/15/2008	2008.48733744	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.017887	A/Bangladesh/9890/2008	2008.50376455	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.018327	A/Manhean/3/2008	2008.5065024	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.001804	A/Chiba/84/2008	2008.52019165	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.010952	A/Guangdong/314/2008	2008.53661875	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000386	A/Sydney/18/2008	2008.55578371	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.004716	A/Philippines/3967/2008	2008.55578371	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.003465	A/Wisconsin/13/2008	2008.58316222	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.011849	A/Kenya/1589/2008	2008.59685147	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.003216	A/Texas/19/2008	2008.59685147	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000311	A/Auckland/121/2008	2008.59685147	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.01167	A/Kenya/1598/2008	2008.59958932	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.003023	A/Alaska/4/2008	2008.60780288	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000279	A/Darwin/1/2008	2008.61601643	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.006233	A/Taiwan/471/2008	2008.64065708	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.006233	A/Taiwan/471/2008-egg	2008.64065708	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000906	A/Aichi/115/2008	2008.64887064	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.002599	A/Myanmar/l_071/2008	2008.65982204	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.002599	A/Myanmar/l_054/2008	2008.65982204	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000844	A/Yokohama/94/2008	2008.65982204	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000191	A/Perth/109/2008	2008.67624914	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.006221	A/Kenya/1668/2008	2008.69815195	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000636	A/Kobe/42/2008	2008.7008898	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.001623	A/Kentucky/1/2008	2008.70362765	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.001845	A/Singapore/N593/2008	2008.70910335	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.003048	A/Guangdong/578/2008	2008.74195756	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.002352	A/Netherlands/377/2008	2008.74195756	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000108	A/Victoria/231/2008	2008.75290897	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.003924	A/Kenya/2234/2008	2008.75838467	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000808	A/Colorado/3/2008	2008.79123888	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.001565	A/Sweden/3/2008	2008.79123888	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000828	A/Thailand/SS07134/2008	2008.80766598	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.001713	A/Guangdong/548/2008	2008.81040383	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.00022	A/Yamanashi/129/2008	2008.82956879	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000531	A/Mexico/24009/2008	2008.83778234	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.001233	A/Sichuan/Qingyang1396/2008	2008.84599589	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.001223	A/Tehran/93/2008	2008.84873374	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000153	A/Kanagawa/61/2008	2008.8678987	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000769	A/Stockholm/26/2008	2008.8678987	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000398	A/Philippines/3688/2008	2008.8843258	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.00099	A/Uganda/MUWRP-042/2008	2008.90622861	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000594	A/Kyrgyzstan/WRAIR1255P/2008	2008.91991786	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.00045	A/Paris/458/2008	2008.91991786	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000226	A/Mexico/24012/2008	2008.92265572	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000267	A/Singapore/631/2008	2008.92265572	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000534	A/LiaoningTiedong/14/2008	2008.92813142	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	7.9e-05	A/Seoul/4436/2008	2008.93086927	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.00048	A/Tanger/533/2009	2008.97193703	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	1.1e-05	A/Victoria/542/2008	2008.98015058	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000345	A/Maracay/FLA6553/2009	2009.00273785	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	3.5e-05	A/SouthKorea/WRAIR1171P/2009	2009.00273785	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000231	A/Moscow/402/2009	2009.00273785	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.00017	A/Umea/5/2009	2009.0054757	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	9.1e-05	A/Malaysia/32/2009	2009.01642711	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000192	A/HongKong/40/2009	2009.01642711	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.000223	A/Madagascar/200/2009	2009.03559206	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	4e-06	A/Victoria/502/2009	2009.06844627	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	3.3e-05	A/Boston/5/2009	2009.08213552	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	7.9e-05	A/Novosibirsk/319/2009	2009.08761123	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	5.5e-05	A/Umea/2/2009	2009.09308693	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	6e-05	A/HongKong/H090-768-V1/2009	2009.10677618	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	9e-06	A/Japan/WRAIR1140P/2009	2009.10951403	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	7.8e-05	A/Madagascar/453/2009	2009.11498973	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	2e-06	A/Brisbane/14/2009	2009.12594114	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	1.7e-05	A/SuratThani/72/2009	2009.14236824	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	1.1e-05	A/Boston/40/2009	2009.15879535	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	2e-05	A/Umea/3/2009	2009.16427105	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	4e-05	A/Maracay/FLA6594/2009	2009.16427105	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	2.7e-05	A/Novosibirsk/707/2009	2009.16427105	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	2.5e-05	A/Madagascar/878/2009	2009.19438741	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	3e-06	A/Niigata/403/2009	2009.19438741	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	6e-06	A/NewYork/1193/2009	2009.20533881	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	1e-05	A/HongKong/1952/2009	2009.22724162	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	5e-06	A/Singapore/22/2009	2009.22997947	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	3e-06	A/Boston/73/2009	2009.24914442	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	7e-06	A/Novosibirsk/1211/2009	2009.24914442	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	1.1e-05	A/Ghana/N04985/2009	2009.24914442	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	5e-06	A/Ukraine/110/2009	2009.25188227	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	6e-06	A/HongKong/1985/2009	2009.25735797	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.0	A/Perth/16/2009	2009.26557153	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	2e-06	A/Malaysia/614/2009	2009.26830938	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	1e-06	A/Korea/WRAIR1038P/2009	2009.27104723	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	3e-06	A/Delhi/914868/2009	2009.32580424	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	2e-06	A/Brazil/933/2009	2009.34223135	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	2e-06	A/Bangladesh/2363/2009	2009.3449692	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.0	A/Brisbane/54/2009-egg	2009.34770705	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	1e-06	A/Hunan-beihu/1313/2009	2009.34770705	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.0	A/Boston/97/2009	2009.35865845	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	1e-06	A/Lyon/CHU20526/2009	2009.36687201	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.0	A/Shizuoka/736/2009	2009.39151266	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.0	A/Bangkok/132/2009	2009.39698836	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	1e-06	A/CapeTown/783/2009	2009.41067762	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.0	A/Iran/755/2009	2009.41615332	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.0	A/Victoria/208/2009-egg	2009.41889117	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.0	A/Wisconsin/15/2009	2009.43258042	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.0	A/Hiroshima/154/2009	2009.44079398	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.0	A/Thailand/CU-B4/2009	2009.44900753	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.0	A/Suriname/5163/2009	2009.45448323	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.0	A/Johannesburg/753/2009	2009.45448323	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.0	A/Bhutan/154/2009	2009.45995893	0.0	-1.02450837803	2007.25
0.0	NODE_0000058	0.0	A/Guangdong/560/2009	2009.47638604	0.0	-1.02450837803	2007.25
